# Process Names: python3 .*mri.*,,,,,
# CPU Cores: 12,,,,,
# Total System RAM (MB): 64026,,,,,
# GPU Model: NVIDIA GeForce RTX 2080 SUPER,,,,,
# Total GPU Memory (MiB): 8192,,,,,
Time,Process_Name,PID,CPU_Usage(%),Memory_Usage(%),GPU_Mem_Used_by_PID(MiB)
13:28:44,.*mri.*,3188335,0,0,0
13:28:44,.*mri.*,3188336,390,1.4,0
13:28:45,python3,836,0,0,0
13:28:45,python3,981,0,0,0
13:28:45,python3,2847990,0.5,0,0
13:28:45,.*mri.*,2847990,0.5,0,0
13:28:45,.*mri.*,3188322,0,0,0
13:28:45,.*mri.*,3188335,0,0,0
13:28:45,.*mri.*,3188336,395,1.4,0
13:28:47,python3,836,0,0,0
13:28:47,python3,981,0,0,0
13:28:47,python3,2847990,0.5,0,0
13:28:47,.*mri.*,2847990,0.5,0,0
13:28:47,.*mri.*,3188322,0,0,0
13:28:47,.*mri.*,3188335,0,0,0
13:28:47,.*mri.*,3188336,387,1.4,0
13:28:48,python3,836,0,0,0
13:28:48,python3,981,0,0,0
13:28:48,python3,2847990,0.5,0,0
13:28:48,.*mri.*,2847990,0.5,0,0
13:28:48,.*mri.*,3188322,0,0,0
13:28:48,.*mri.*,3188335,0,0,0
13:28:48,.*mri.*,3188336,391,1.4,0
13:28:49,python3,836,0,0,0
13:28:49,python3,981,0,0,0
13:28:49,python3,2847990,0.5,0,0
13:28:49,.*mri.*,2847990,0.5,0,0
13:28:49,.*mri.*,3188322,0,0,0
13:28:49,.*mri.*,3188335,0,0,0
13:28:49,.*mri.*,3188336,394,1.4,0
13:28:51,python3,836,0,0,0
13:28:51,python3,981,0,0,0
13:28:51,python3,2847990,0.5,0,0
13:28:51,.*mri.*,2847990,0.5,0,0
13:28:51,.*mri.*,3188322,0,0,0
13:28:51,.*mri.*,3188335,0,0,0
13:28:51,.*mri.*,3188336,387,1.4,0
13:28:52,python3,836,0,0,0
13:28:52,python3,981,0,0,0
13:28:52,python3,2847990,0.5,0,0
